run_id,family,provenance_tag,arch,variant,recipe_actual,recipe_dirname,recipe_source,seed,seed_source,seed_controlled,epochs_completed,epochs_configured,ckpt_kind,ckpt_path,ckpt_sha256,ckpt_dir_source,n_prefix,gate_mode,gate_init_logit,gate_params_registered,gate_params_trainable,hist_stage,hist_eval_precision,hist_split_sha,recorded_top1,base_run_id,base_ckpt_sha256,derived_params,status,status_reason,git_sha,git_dirty,patch_file
legacy_e2_vit_base_nomixdir_registers,legacy_300ep,legacy-nomixdir,vit_base,registers,mixup,nomix,analysis/build_pooled_tables.py LEGACY_MEMBERS + results/notes/recipe_erratum.md,MISSING,MISSING: the legacy trainer recorded no seed; the manifest's `seed` column holds the repeat tag 'rlast',0,156,300,best,/home/vault/iwi5/iwi5359h/SAGA/e2/checkpoints/ViT-B_registers_nomix/best.pth,57e053d2a7ab551190b3eebf0fb28bb27fe36d8c6cfcf14272c7332caf942e13,results/legacy/checkpoint_manifest.csv,5,MISSING,MISSING,0,0,s12_pre_norm,off,0a686340c00846818a857cf4cbf472cbdc035e0a88c20d79483f7d9f463b69b1,76.31,MISSING,MISSING,MISSING,superseded,"diagnostics come from the LAST checkpoint (TASK I0 §2.9); best.pth is recorded, never eligible",ec2c3a2ce63f4ee686ed9538943e849d478483d7,MISSING,MISSING
legacy_e2_vit_base_nomixdir_registers,legacy_300ep,legacy-nomixdir,vit_base,registers,mixup,nomix,analysis/build_pooled_tables.py LEGACY_MEMBERS + results/notes/recipe_erratum.md,MISSING,MISSING: the legacy trainer recorded no seed; the manifest's `seed` column holds the repeat tag 'rlast',0,300,300,last,/home/vault/iwi5/iwi5359h/SAGA/e2/checkpoints/ViT-B_registers_nomix/last.pth,82365a311187250c34965c93a13ab435adf7ac2ad655115c855f7708f6f8ddb1,results/legacy/checkpoint_manifest.csv,5,MISSING,MISSING,0,0,s12_pre_norm,off,0a686340c00846818a857cf4cbf472cbdc035e0a88c20d79483f7d9f463b69b1,76.126,MISSING,MISSING,MISSING,eligible_legacy,"300-epoch cohort member vit_base|mixup|registers (legacy-nomixdir); recipe_actual from the erratum remap, never the 'nomix' directory name",ec2c3a2ce63f4ee686ed9538943e849d478483d7,MISSING,MISSING
legacy_e2_vit_small_mixupdir_saga,legacy_300ep,legacy-mixupdir,vit_small,saga,mixup,mixup,analysis/build_pooled_tables.py LEGACY_MEMBERS + results/notes/recipe_erratum.md,MISSING,MISSING: the legacy trainer recorded no seed; the manifest's `seed` column holds the repeat tag 'rlast',0,298,300,best,/home/vault/iwi5/iwi5359h/SAGA/e2/checkpoints/ViT-S_SAGA/best.pth,09d1889c7061db0903edad420833ec1147e507572b28038ff75e1efea139b672,results/legacy/checkpoint_manifest.csv,1,spatial,0.0,14112,14112,s12_pre_norm,off,0a686340c00846818a857cf4cbf472cbdc035e0a88c20d79483f7d9f463b69b1,78.812,MISSING,MISSING,MISSING,superseded,"diagnostics come from the LAST checkpoint (TASK I0 §2.9); best.pth is recorded, never eligible",ec2c3a2ce63f4ee686ed9538943e849d478483d7,MISSING,MISSING
legacy_e2_vit_small_mixupdir_saga,legacy_300ep,legacy-mixupdir,vit_small,saga,mixup,mixup,analysis/build_pooled_tables.py LEGACY_MEMBERS + results/notes/recipe_erratum.md,MISSING,MISSING: the legacy trainer recorded no seed; the manifest's `seed` column holds the repeat tag 'rlast',0,300,300,last,/home/vault/iwi5/iwi5359h/SAGA/e2/checkpoints/ViT-S_SAGA/last.pth,92a03a4716ce07c0460eb132720d8a816aaa2bcde49713b86c57c774fef22995,results/legacy/checkpoint_manifest.csv,1,spatial,0.0,14112,14112,s12_pre_norm,off,0a686340c00846818a857cf4cbf472cbdc035e0a88c20d79483f7d9f463b69b1,78.75,MISSING,MISSING,MISSING,eligible_legacy,"300-epoch cohort member vit_small|mixup|saga (legacy-mixupdir); recipe_actual from the erratum remap, never the 'mixup' directory name",ec2c3a2ce63f4ee686ed9538943e849d478483d7,MISSING,MISSING
legacy_e2_vit_small_nomixdir_saga,legacy_300ep,legacy-nomixdir,vit_small,saga,mixup,nomix,analysis/build_pooled_tables.py LEGACY_MEMBERS + results/notes/recipe_erratum.md,MISSING,MISSING: the legacy trainer recorded no seed; the manifest's `seed` column holds the repeat tag 'rlast',0,294,300,best,/home/vault/iwi5/iwi5359h/SAGA/e2/checkpoints/ViT-S_SAGA_nomix/best.pth,e06051840eaf27b9e1612d5672bf16e52e2e4255e2ea8949fa88e3e64a4c42c3,results/legacy/checkpoint_manifest.csv,1,spatial,0.0,14112,14112,s12_pre_norm,off,0a686340c00846818a857cf4cbf472cbdc035e0a88c20d79483f7d9f463b69b1,79.19,MISSING,MISSING,MISSING,superseded,"diagnostics come from the LAST checkpoint (TASK I0 §2.9); best.pth is recorded, never eligible",ec2c3a2ce63f4ee686ed9538943e849d478483d7,MISSING,MISSING
legacy_e2_vit_small_nomixdir_saga,legacy_300ep,legacy-nomixdir,vit_small,saga,mixup,nomix,analysis/build_pooled_tables.py LEGACY_MEMBERS + results/notes/recipe_erratum.md,MISSING,MISSING: the legacy trainer recorded no seed; the manifest's `seed` column holds the repeat tag 'rlast',0,300,300,last,/home/vault/iwi5/iwi5359h/SAGA/e2/checkpoints/ViT-S_SAGA_nomix/last.pth,a482f5286b2c43ffa8d9f6606b1af24d06962421b808babfdd6b123a56b0f9ee,results/legacy/checkpoint_manifest.csv,1,spatial,0.0,14112,14112,s12_pre_norm,off,0a686340c00846818a857cf4cbf472cbdc035e0a88c20d79483f7d9f463b69b1,79.13,MISSING,MISSING,MISSING,eligible_legacy,"300-epoch cohort member vit_small|mixup|saga (legacy-nomixdir); recipe_actual from the erratum remap, never the 'nomix' directory name",ec2c3a2ce63f4ee686ed9538943e849d478483d7,MISSING,MISSING
legacy_e2_vit_small_mixupdir_baseline,legacy_300ep,legacy-mixupdir,vit_small,baseline,mixup,mixup,analysis/build_pooled_tables.py LEGACY_MEMBERS + results/notes/recipe_erratum.md,MISSING,MISSING: the legacy trainer recorded no seed; the manifest's `seed` column holds the repeat tag 'rlast',0,288,300,best,/home/vault/iwi5/iwi5359h/SAGA/e2/checkpoints/ViT-S_baseline/best.pth,3667feeb3f80c2b19eef50843bea10532d5d4ecd65d82ec551bfac4435ae45c2,results/legacy/checkpoint_manifest.csv,1,MISSING,MISSING,0,0,s12_pre_norm,off,0a686340c00846818a857cf4cbf472cbdc035e0a88c20d79483f7d9f463b69b1,78.81,MISSING,MISSING,MISSING,superseded,"diagnostics come from the LAST checkpoint (TASK I0 §2.9); best.pth is recorded, never eligible",ec2c3a2ce63f4ee686ed9538943e849d478483d7,MISSING,MISSING
legacy_e2_vit_small_mixupdir_baseline,legacy_300ep,legacy-mixupdir,vit_small,baseline,mixup,mixup,analysis/build_pooled_tables.py LEGACY_MEMBERS + results/notes/recipe_erratum.md,MISSING,MISSING: the legacy trainer recorded no seed; the manifest's `seed` column holds the repeat tag 'rlast',0,300,300,last,/home/vault/iwi5/iwi5359h/SAGA/e2/checkpoints/ViT-S_baseline/last.pth,cd926200127b98cbc597ddad82d84fd823376addc0ac1075a98de73b21e7d17d,results/legacy/checkpoint_manifest.csv,1,MISSING,MISSING,0,0,s12_pre_norm,off,0a686340c00846818a857cf4cbf472cbdc035e0a88c20d79483f7d9f463b69b1,78.876,MISSING,MISSING,MISSING,eligible_legacy,"300-epoch cohort member vit_small|mixup|baseline (legacy-mixupdir); recipe_actual from the erratum remap, never the 'mixup' directory name",ec2c3a2ce63f4ee686ed9538943e849d478483d7,MISSING,MISSING
legacy_e2_vit_small_nomixdir_baseline,legacy_300ep,legacy-nomixdir,vit_small,baseline,mixup,nomix,analysis/build_pooled_tables.py LEGACY_MEMBERS + results/notes/recipe_erratum.md,MISSING,MISSING: the legacy trainer recorded no seed; the manifest's `seed` column holds the repeat tag 'rlast',0,300,300,best,/home/vault/iwi5/iwi5359h/SAGA/e2/checkpoints/ViT-S_baseline_nomix/best.pth,67c85a1d70b30f54bdacc16c18dbac7da3abba7ca98486536dc6f7a33b76eb07,results/legacy/checkpoint_manifest.csv,1,MISSING,MISSING,0,0,s12_pre_norm,off,0a686340c00846818a857cf4cbf472cbdc035e0a88c20d79483f7d9f463b69b1,78.56,MISSING,MISSING,MISSING,superseded,"diagnostics come from the LAST checkpoint (TASK I0 §2.9); best.pth is recorded, never eligible",ec2c3a2ce63f4ee686ed9538943e849d478483d7,MISSING,MISSING
legacy_e2_vit_small_nomixdir_baseline,legacy_300ep,legacy-nomixdir,vit_small,baseline,mixup,nomix,analysis/build_pooled_tables.py LEGACY_MEMBERS + results/notes/recipe_erratum.md,MISSING,MISSING: the legacy trainer recorded no seed; the manifest's `seed` column holds the repeat tag 'rlast',0,300,300,last,/home/vault/iwi5/iwi5359h/SAGA/e2/checkpoints/ViT-S_baseline_nomix/last.pth,8d980da27a4b571a117e82451c8c9deff126e437206faee5120e069d3667e10d,results/legacy/checkpoint_manifest.csv,1,MISSING,MISSING,0,0,s12_pre_norm,off,0a686340c00846818a857cf4cbf472cbdc035e0a88c20d79483f7d9f463b69b1,78.56,MISSING,MISSING,MISSING,eligible_legacy,"300-epoch cohort member vit_small|mixup|baseline (legacy-nomixdir); recipe_actual from the erratum remap, never the 'nomix' directory name",ec2c3a2ce63f4ee686ed9538943e849d478483d7,MISSING,MISSING
legacy_e2_vit_small_mixupdir_registers,legacy_300ep,legacy-mixupdir,vit_small,registers,mixup,mixup,analysis/build_pooled_tables.py LEGACY_MEMBERS + results/notes/recipe_erratum.md,MISSING,MISSING: the legacy trainer recorded no seed; the manifest's `seed` column holds the repeat tag 'rlast',0,299,300,best,/home/vault/iwi5/iwi5359h/SAGA/e2/checkpoints/ViT-S_registers/best.pth,a99aa1eebdb3503d481f23f8730af39d2a1c2c0ccf019e519e8e86520a882f28,results/legacy/checkpoint_manifest.csv,5,MISSING,MISSING,0,0,s12_pre_norm,off,0a686340c00846818a857cf4cbf472cbdc035e0a88c20d79483f7d9f463b69b1,78.25,MISSING,MISSING,MISSING,superseded,"diagnostics come from the LAST checkpoint (TASK I0 §2.9); best.pth is recorded, never eligible",ec2c3a2ce63f4ee686ed9538943e849d478483d7,MISSING,MISSING
legacy_e2_vit_small_mixupdir_registers,legacy_300ep,legacy-mixupdir,vit_small,registers,mixup,mixup,analysis/build_pooled_tables.py LEGACY_MEMBERS + results/notes/recipe_erratum.md,MISSING,MISSING: the legacy trainer recorded no seed; the manifest's `seed` column holds the repeat tag 'rlast',0,300,300,last,/home/vault/iwi5/iwi5359h/SAGA/e2/checkpoints/ViT-S_registers/last.pth,e50859f062be20cf971cefac39fde542bd3dc47fa272f3ed78abc193b71a8a77,results/legacy/checkpoint_manifest.csv,5,MISSING,MISSING,0,0,s12_pre_norm,off,0a686340c00846818a857cf4cbf472cbdc035e0a88c20d79483f7d9f463b69b1,78.252,MISSING,MISSING,MISSING,eligible_legacy,"300-epoch cohort member vit_small|mixup|registers (legacy-mixupdir); recipe_actual from the erratum remap, never the 'mixup' directory name",ec2c3a2ce63f4ee686ed9538943e849d478483d7,MISSING,MISSING
legacy_e2_vit_small_nomixdir_registers,legacy_300ep,legacy-nomixdir,vit_small,registers,mixup,nomix,analysis/build_pooled_tables.py LEGACY_MEMBERS + results/notes/recipe_erratum.md,MISSING,MISSING: the legacy trainer recorded no seed; the manifest's `seed` column holds the repeat tag 'rlast',0,296,300,best,/home/vault/iwi5/iwi5359h/SAGA/e2/checkpoints/ViT-S_registers_nomix/best.pth,7453f3d4d808979d74c7532bea7be24d566f73680720c6968110383d9d8e52af,results/legacy/checkpoint_manifest.csv,5,MISSING,MISSING,0,0,s12_pre_norm,off,0a686340c00846818a857cf4cbf472cbdc035e0a88c20d79483f7d9f463b69b1,78.48,MISSING,MISSING,MISSING,superseded,"diagnostics come from the LAST checkpoint (TASK I0 §2.9); best.pth is recorded, never eligible",ec2c3a2ce63f4ee686ed9538943e849d478483d7,MISSING,MISSING
legacy_e2_vit_small_nomixdir_registers,legacy_300ep,legacy-nomixdir,vit_small,registers,mixup,nomix,analysis/build_pooled_tables.py LEGACY_MEMBERS + results/notes/recipe_erratum.md,MISSING,MISSING: the legacy trainer recorded no seed; the manifest's `seed` column holds the repeat tag 'rlast',0,300,300,last,/home/vault/iwi5/iwi5359h/SAGA/e2/checkpoints/ViT-S_registers_nomix/last.pth,7ca33ed755106aa7f0d0b02ebf6ceb003808fc5dc3f78699538de1fba820e536,results/legacy/checkpoint_manifest.csv,5,MISSING,MISSING,0,0,s12_pre_norm,off,0a686340c00846818a857cf4cbf472cbdc035e0a88c20d79483f7d9f463b69b1,78.422,MISSING,MISSING,MISSING,eligible_legacy,"300-epoch cohort member vit_small|mixup|registers (legacy-nomixdir); recipe_actual from the erratum remap, never the 'nomix' directory name",ec2c3a2ce63f4ee686ed9538943e849d478483d7,MISSING,MISSING
abl_vits_mixup_baseline_s0,ablation_100ep,s0,vit_small,baseline,mixup,mixup,"config.resolved.yaml augmentation (mixup_alpha=0.8, cutmix_alpha=1.0)",0,config.resolved.yaml + meta.json (training),1,100,100,last,/home/woody/iwi5/iwi5359h/SAGA/abl_ckpt/abl_vits_mixup_baseline_s0/ckpt/last.pth,db707f74a109deb6e7533f044bd67b06ef4728162af61690beec123bc031db70,"meta.json[""ckpt_dir""]",1,none,0.0,0,0,s12_pre_norm,off,0a686340c00846818a857cf4cbf472cbdc035e0a88c20d79483f7d9f463b69b1,76.526,MISSING,MISSING,MISSING,eligible,"100-epoch ablation arm; a separate stratum, never pooled with the 300-epoch cohort",d870f649e809ef7d46fcd715c96e68ea2e08aecb,1,MISSING
abl_vits_mixup_baseline_s0,ablation_100ep,s0,vit_small,baseline,mixup,mixup,"config.resolved.yaml augmentation (mixup_alpha=0.8, cutmix_alpha=1.0)",0,config.resolved.yaml + meta.json (training),1,100,100,best,/home/woody/iwi5/iwi5359h/SAGA/abl_ckpt/abl_vits_mixup_baseline_s0/ckpt/best.pth,9c8ebf27b107f05abcdf8a4c26ce4cf41bdc3b75684b52d0e378094c6f9393f5,"meta.json[""ckpt_dir""]",1,none,0.0,0,0,s12_pre_norm,off,0a686340c00846818a857cf4cbf472cbdc035e0a88c20d79483f7d9f463b69b1,76.532,MISSING,MISSING,MISSING,superseded,diagnostics come from the LAST checkpoint (TASK I0 §2.9); best.pth is recorded as existing and is never eligible,d870f649e809ef7d46fcd715c96e68ea2e08aecb,1,MISSING
abl_vits_mixup_const05_s0,ablation_100ep,s0,vit_small,saga,mixup,mixup,"config.resolved.yaml augmentation (mixup_alpha=0.8, cutmix_alpha=1.0)",0,config.resolved.yaml + meta.json (training),1,100,100,last,/home/woody/iwi5/iwi5359h/SAGA/abl_ckpt/abl_vits_mixup_const05_s0/ckpt/last.pth,9b0fa7dc289288b197502a533e8e6e2edb49c40caf2a1b4f68ce9f5f69b46ca7,"meta.json[""ckpt_dir""]",1,const,0.0,14112,0,s12_pre_norm,off,0a686340c00846818a857cf4cbf472cbdc035e0a88c20d79483f7d9f463b69b1,76.238,MISSING,MISSING,MISSING,eligible,"100-epoch ablation arm; a separate stratum, never pooled with the 300-epoch cohort",d870f649e809ef7d46fcd715c96e68ea2e08aecb,1,MISSING
abl_vits_mixup_const05_s0,ablation_100ep,s0,vit_small,saga,mixup,mixup,"config.resolved.yaml augmentation (mixup_alpha=0.8, cutmix_alpha=1.0)",0,config.resolved.yaml + meta.json (training),1,100,100,best,/home/woody/iwi5/iwi5359h/SAGA/abl_ckpt/abl_vits_mixup_const05_s0/ckpt/best.pth,194a05eded162eb7756741b053186baba13de9e259a6bbd88e69c460d26fecde,"meta.json[""ckpt_dir""]",1,const,0.0,14112,0,s12_pre_norm,off,0a686340c00846818a857cf4cbf472cbdc035e0a88c20d79483f7d9f463b69b1,76.238,MISSING,MISSING,MISSING,superseded,diagnostics come from the LAST checkpoint (TASK I0 §2.9); best.pth is recorded as existing and is never eligible,d870f649e809ef7d46fcd715c96e68ea2e08aecb,1,MISSING
abl_vits_mixup_headscalar_s0,ablation_100ep,s0,vit_small,saga,mixup,mixup,"config.resolved.yaml augmentation (mixup_alpha=0.8, cutmix_alpha=1.0)",0,config.resolved.yaml + meta.json (training),1,100,100,last,/home/woody/iwi5/iwi5359h/SAGA/abl_ckpt/abl_vits_mixup_headscalar_s0/ckpt/last.pth,09d0fc8470db9f0c396c09896fb0c4d71d9383976d224ed8ec965958e9f58113,"meta.json[""ckpt_dir""]",1,headscalar,0.0,72,72,s12_pre_norm,off,0a686340c00846818a857cf4cbf472cbdc035e0a88c20d79483f7d9f463b69b1,76.178,MISSING,MISSING,MISSING,eligible,"100-epoch ablation arm; a separate stratum, never pooled with the 300-epoch cohort",d870f649e809ef7d46fcd715c96e68ea2e08aecb,1,MISSING
abl_vits_mixup_headscalar_s0,ablation_100ep,s0,vit_small,saga,mixup,mixup,"config.resolved.yaml augmentation (mixup_alpha=0.8, cutmix_alpha=1.0)",0,config.resolved.yaml + meta.json (training),1,100,100,best,/home/woody/iwi5/iwi5359h/SAGA/abl_ckpt/abl_vits_mixup_headscalar_s0/ckpt/best.pth,69bd580362b5651b01aefc469ad56ec36e892b0ac91ac44c9d3f85ffe8b95805,"meta.json[""ckpt_dir""]",1,headscalar,0.0,72,72,s12_pre_norm,off,0a686340c00846818a857cf4cbf472cbdc035e0a88c20d79483f7d9f463b69b1,76.206,MISSING,MISSING,MISSING,superseded,diagnostics come from the LAST checkpoint (TASK I0 §2.9); best.pth is recorded as existing and is never eligible,d870f649e809ef7d46fcd715c96e68ea2e08aecb,1,MISSING
abl_vits_mixup_layerscale_s0,ablation_100ep,s0,vit_small,saga,mixup,mixup,"config.resolved.yaml augmentation (mixup_alpha=0.8, cutmix_alpha=1.0)",0,config.resolved.yaml + meta.json (training),1,100,100,last,/home/woody/iwi5/iwi5359h/SAGA/abl_ckpt/abl_vits_mixup_layerscale_s0/ckpt/last.pth,9b1c0ff0f5e66970915db6c5498cd5cdc713fd0b6eb1f9adf7c2fafdf1fa35e9,"meta.json[""ckpt_dir""]",1,layerscale,0.0,4608,4608,s12_pre_norm,off,0a686340c00846818a857cf4cbf472cbdc035e0a88c20d79483f7d9f463b69b1,75.982,MISSING,MISSING,MISSING,eligible,"100-epoch ablation arm; a separate stratum, never pooled with the 300-epoch cohort",d870f649e809ef7d46fcd715c96e68ea2e08aecb,1,MISSING
abl_vits_mixup_layerscale_s0,ablation_100ep,s0,vit_small,saga,mixup,mixup,"config.resolved.yaml augmentation (mixup_alpha=0.8, cutmix_alpha=1.0)",0,config.resolved.yaml + meta.json (training),1,100,100,best,/home/woody/iwi5/iwi5359h/SAGA/abl_ckpt/abl_vits_mixup_layerscale_s0/ckpt/best.pth,c56ea11173fb388455d892c36155e4b39fdb1e263d1cfa79c0efd6bc5635038e,"meta.json[""ckpt_dir""]",1,layerscale,0.0,4608,4608,s12_pre_norm,off,0a686340c00846818a857cf4cbf472cbdc035e0a88c20d79483f7d9f463b69b1,76.014,MISSING,MISSING,MISSING,superseded,diagnostics come from the LAST checkpoint (TASK I0 §2.9); best.pth is recorded as existing and is never eligible,d870f649e809ef7d46fcd715c96e68ea2e08aecb,1,MISSING
abl_vits_mixup_spatial_i0_s0,ablation_100ep,s0,vit_small,saga,mixup,mixup,"config.resolved.yaml augmentation (mixup_alpha=0.8, cutmix_alpha=1.0)",0,config.resolved.yaml + meta.json (training),1,100,100,last,/home/woody/iwi5/iwi5359h/SAGA/abl_ckpt/abl_vits_mixup_spatial_i0_s0/ckpt/last.pth,d25db85e2576889f52a2fb360106504b583e4ae7d31e40b0c646cace0cff675e,"meta.json[""ckpt_dir""]",1,spatial,0.0,14112,14112,s12_pre_norm,off,0a686340c00846818a857cf4cbf472cbdc035e0a88c20d79483f7d9f463b69b1,76.462,MISSING,MISSING,MISSING,eligible,"100-epoch ablation arm; a separate stratum, never pooled with the 300-epoch cohort",d870f649e809ef7d46fcd715c96e68ea2e08aecb,1,MISSING
abl_vits_mixup_spatial_i0_s0,ablation_100ep,s0,vit_small,saga,mixup,mixup,"config.resolved.yaml augmentation (mixup_alpha=0.8, cutmix_alpha=1.0)",0,config.resolved.yaml + meta.json (training),1,100,100,best,/home/woody/iwi5/iwi5359h/SAGA/abl_ckpt/abl_vits_mixup_spatial_i0_s0/ckpt/best.pth,06d1fb00a7a1201a7518ea0f8f2dd5f13c5d44039fad4fae499f41e16b02ebfe,"meta.json[""ckpt_dir""]",1,spatial,0.0,14112,14112,s12_pre_norm,off,0a686340c00846818a857cf4cbf472cbdc035e0a88c20d79483f7d9f463b69b1,76.462,MISSING,MISSING,MISSING,superseded,diagnostics come from the LAST checkpoint (TASK I0 §2.9); best.pth is recorded as existing and is never eligible,d870f649e809ef7d46fcd715c96e68ea2e08aecb,1,MISSING
abl_vits_mixup_spatial_i4_s0,ablation_100ep,s0,vit_small,saga,mixup,mixup,"config.resolved.yaml augmentation (mixup_alpha=0.8, cutmix_alpha=1.0)",0,config.resolved.yaml + meta.json (training),1,100,100,last,/home/woody/iwi5/iwi5359h/SAGA/abl_ckpt/abl_vits_mixup_spatial_i4_s0/ckpt/last.pth,5ca0077425d1f4dbae64be3d107eadaece9e541705df813e846be1c794ca7b00,"meta.json[""ckpt_dir""]",1,spatial,4.0,14112,14112,s12_pre_norm,off,0a686340c00846818a857cf4cbf472cbdc035e0a88c20d79483f7d9f463b69b1,76.702,MISSING,MISSING,MISSING,eligible,"100-epoch ablation arm; a separate stratum, never pooled with the 300-epoch cohort",d870f649e809ef7d46fcd715c96e68ea2e08aecb,1,MISSING
abl_vits_mixup_spatial_i4_s0,ablation_100ep,s0,vit_small,saga,mixup,mixup,"config.resolved.yaml augmentation (mixup_alpha=0.8, cutmix_alpha=1.0)",0,config.resolved.yaml + meta.json (training),1,100,100,best,/home/woody/iwi5/iwi5359h/SAGA/abl_ckpt/abl_vits_mixup_spatial_i4_s0/ckpt/best.pth,acc12de5761226f8fdf91ef8981ce40da149e82bc02ba5d9682819f6e5a323e0,"meta.json[""ckpt_dir""]",1,spatial,4.0,14112,14112,s12_pre_norm,off,0a686340c00846818a857cf4cbf472cbdc035e0a88c20d79483f7d9f463b69b1,76.736,MISSING,MISSING,MISSING,superseded,diagnostics come from the LAST checkpoint (TASK I0 §2.9); best.pth is recorded as existing and is never eligible,d870f649e809ef7d46fcd715c96e68ea2e08aecb,1,MISSING
ft_aircraft_vitb_baseline_bs1_f0,finetune,f0,vit_base,baseline,MISSING,aircraft,no ImageNet recipe: a downstream fine-tune of the backbone named in base_run_id,0,config.resolved.yaml ft_seed + meta.json,0,100,100,best,results/runs/ft_aircraft_vitb_baseline_bs1_f0/ckpt/best.pth,50db0c32fa6899f129e3fac6ba2cb4d1e91454c91ebb06e31448d9caa3fa2970,<run_dir>/ckpt (evaluation/e6_finegrained),1,MISSING,MISSING,0,0,MISSING,MISSING,MISSING,MISSING,e2r_vitb_mixup_baseline_s1,316211c719c41113c1f9bffa7f500e158d727c0f0998e41869796209a3fd1339,"{""best_epoch"":19,""dataset"":""aircraft"",""val_split"":""results/ftsplit/aircraft_val_split.json"",""val_split_sha256"":""56bbad6c743efad8a5d5b79d3d018de46e36bde87c66c4616c73cd33282d1358""}",eligible,"fine-tuning selects on the frozen val split, so best.pth is this family's canonical checkpoint (TASK I0 §3); a SEPARATE STRATUM from the 300-epoch cohort",30d72f606dfd96fb56e7754799901a3378439004,1,MISSING
ft_aircraft_vitb_baseline_bs1_f0,finetune,f0,vit_base,baseline,MISSING,aircraft,no ImageNet recipe: a downstream fine-tune of the backbone named in base_run_id,0,config.resolved.yaml ft_seed + meta.json,0,100,100,last,results/runs/ft_aircraft_vitb_baseline_bs1_f0/ckpt/last.pth,8dd2419c7a8852dee3fc915d36bf08c1119d1a00860760e93f0c72d2504e4c18,<run_dir>/ckpt (evaluation/e6_finegrained),1,MISSING,MISSING,0,0,MISSING,MISSING,MISSING,MISSING,e2r_vitb_mixup_baseline_s1,316211c719c41113c1f9bffa7f500e158d727c0f0998e41869796209a3fd1339,"{""best_epoch"":19,""dataset"":""aircraft"",""val_split"":""results/ftsplit/aircraft_val_split.json"",""val_split_sha256"":""56bbad6c743efad8a5d5b79d3d018de46e36bde87c66c4616c73cd33282d1358""}",superseded,"the val-selected best.pth is canonical for this family; last.pth is recorded as existing, never eligible",30d72f606dfd96fb56e7754799901a3378439004,1,MISSING
ft_aircraft_vitb_baseline_bs1_f1,finetune,f1,vit_base,baseline,MISSING,aircraft,no ImageNet recipe: a downstream fine-tune of the backbone named in base_run_id,1,config.resolved.yaml ft_seed + meta.json,0,100,100,best,results/runs/ft_aircraft_vitb_baseline_bs1_f1/ckpt/best.pth,cb947c7dc02e993d38afa12bb6389aec1c597869936c51f84693edfbb108bcf1,<run_dir>/ckpt (evaluation/e6_finegrained),1,MISSING,MISSING,0,0,MISSING,MISSING,MISSING,MISSING,e2r_vitb_mixup_baseline_s1,316211c719c41113c1f9bffa7f500e158d727c0f0998e41869796209a3fd1339,"{""best_epoch"":84,""dataset"":""aircraft"",""val_split"":""results/ftsplit/aircraft_val_split.json"",""val_split_sha256"":""56bbad6c743efad8a5d5b79d3d018de46e36bde87c66c4616c73cd33282d1358""}",eligible,"fine-tuning selects on the frozen val split, so best.pth is this family's canonical checkpoint (TASK I0 §3); a SEPARATE STRATUM from the 300-epoch cohort",776898bee3606d59b8a00f583fbc9200a91240aa,1,MISSING
ft_aircraft_vitb_baseline_bs1_f1,finetune,f1,vit_base,baseline,MISSING,aircraft,no ImageNet recipe: a downstream fine-tune of the backbone named in base_run_id,1,config.resolved.yaml ft_seed + meta.json,0,100,100,last,results/runs/ft_aircraft_vitb_baseline_bs1_f1/ckpt/last.pth,1bdc5f2497a50f6cd6edea4993a6bbbddbd993096c4e2cf211a1e10600760222,<run_dir>/ckpt (evaluation/e6_finegrained),1,MISSING,MISSING,0,0,MISSING,MISSING,MISSING,MISSING,e2r_vitb_mixup_baseline_s1,316211c719c41113c1f9bffa7f500e158d727c0f0998e41869796209a3fd1339,"{""best_epoch"":84,""dataset"":""aircraft"",""val_split"":""results/ftsplit/aircraft_val_split.json"",""val_split_sha256"":""56bbad6c743efad8a5d5b79d3d018de46e36bde87c66c4616c73cd33282d1358""}",superseded,"the val-selected best.pth is canonical for this family; last.pth is recorded as existing, never eligible",776898bee3606d59b8a00f583fbc9200a91240aa,1,MISSING
ft_aircraft_vitb_baseline_bs1_f2,finetune,f2,vit_base,baseline,MISSING,aircraft,no ImageNet recipe: a downstream fine-tune of the backbone named in base_run_id,2,config.resolved.yaml ft_seed + meta.json,0,100,100,best,results/runs/ft_aircraft_vitb_baseline_bs1_f2/ckpt/best.pth,2fc6f4755575ce914c00485c68034d344deb3bc863be8e204b06c160358e80e3,<run_dir>/ckpt (evaluation/e6_finegrained),1,MISSING,MISSING,0,0,MISSING,MISSING,MISSING,MISSING,e2r_vitb_mixup_baseline_s1,316211c719c41113c1f9bffa7f500e158d727c0f0998e41869796209a3fd1339,"{""best_epoch"":62,""dataset"":""aircraft"",""val_split"":""results/ftsplit/aircraft_val_split.json"",""val_split_sha256"":""56bbad6c743efad8a5d5b79d3d018de46e36bde87c66c4616c73cd33282d1358""}",eligible,"fine-tuning selects on the frozen val split, so best.pth is this family's canonical checkpoint (TASK I0 §3); a SEPARATE STRATUM from the 300-epoch cohort",776898bee3606d59b8a00f583fbc9200a91240aa,1,MISSING
