contrast,role,layer,run_id,arch,recipe_actual,scope,decides,n_images,mean_nats,ci_lo,ci_hi,excludes_zero,direction,delta_top1_points,frac_positive,verdict,verdict_reason,branch,branch_text,c2_note,definition,bootstrap_resamples,bootstrap_seed,split_sha256,permutations_sha256,ckpt_sha256,git_sha
C1,primary,8,e2r_vits_mixup_saga_s1,vit_small,mixup,fresh,1,10000,-5.40790011e-05,-0.0002327092756,0.0001268860145,0,-,0.019,0.5095,null,"at least one fresh checkpoint's CI includes zero ({'e2r_vits_mixup_saga_s1': (-0.00023270927557581995, 0.0001268860145136744), 'e2r_vits_mixup_saga_s2': (-0.0005508127355943427, -0.00014929241213435185)})",no_arrangement,the frozen model does not use its gate arrangement beyond the per‑head mean,"C2 is reported without a reading: with no effect to decompose, the split between ring profile and within‑ring arrangement is not interpretable.","mean_i[ mean_k nll(perm k) - nll(original) ], paired per image (LOCKED §9.1)",10000,0,7fdf5f9f2ace98ef03a6267455daa1104b92b6689c510ab8b1e5420340f27014,75149f36329e480e192e23a25ac39c88b9a77d6b230ad40938d043525ddfa460,5afe5394ddb2b3b926d60d03c63462c5778fc39fa9eacb23a1d2655e80f6f5d5,e9bc99596db9244061bdef4c2b51a387a3eed7af
C1,primary,8,e2r_vits_mixup_saga_s2,vit_small,mixup,fresh,1,10000,-0.0003485209284,-0.0005508127356,-0.0001492924121,1,-,0.012,0.4652,null,"at least one fresh checkpoint's CI includes zero ({'e2r_vits_mixup_saga_s1': (-0.00023270927557581995, 0.0001268860145136744), 'e2r_vits_mixup_saga_s2': (-0.0005508127355943427, -0.00014929241213435185)})",no_arrangement,the frozen model does not use its gate arrangement beyond the per‑head mean,"C2 is reported without a reading: with no effect to decompose, the split between ring profile and within‑ring arrangement is not interpretable.","mean_i[ mean_k nll(perm k) - nll(original) ], paired per image (LOCKED §9.1)",10000,0,7fdf5f9f2ace98ef03a6267455daa1104b92b6689c510ab8b1e5420340f27014,75149f36329e480e192e23a25ac39c88b9a77d6b230ad40938d043525ddfa460,624a6006447345b4fe7f9ee15cedfae3d1c36838cf2f0fe38907261f5e530daf,e9bc99596db9244061bdef4c2b51a387a3eed7af
C1,primary,8,e2r_vits_nomix_saga_s1,vit_small,nomix,exploratory,0,10000,-6.157616911e-05,-0.0002038587938,8.233344086e-05,0,-,-0.02,0.4868,null,"at least one fresh checkpoint's CI includes zero ({'e2r_vits_mixup_saga_s1': (-0.00023270927557581995, 0.0001268860145136744), 'e2r_vits_mixup_saga_s2': (-0.0005508127355943427, -0.00014929241213435185)})",no_arrangement,the frozen model does not use its gate arrangement beyond the per‑head mean,"C2 is reported without a reading: with no effect to decompose, the split between ring profile and within‑ring arrangement is not interpretable.","mean_i[ mean_k nll(perm k) - nll(original) ], paired per image (LOCKED §9.1)",10000,0,7fdf5f9f2ace98ef03a6267455daa1104b92b6689c510ab8b1e5420340f27014,75149f36329e480e192e23a25ac39c88b9a77d6b230ad40938d043525ddfa460,88f72869bae5882f6b8c0791c69ffea51ae55247276106e60d817f27e2a646ce,e9bc99596db9244061bdef4c2b51a387a3eed7af
C1,primary,8,e2r_vits_nomix_saga_s2,vit_small,nomix,exploratory,0,10000,-0.0002982366133,-0.0004453749429,-0.0001541389742,1,-,0.019,0.4615,null,"at least one fresh checkpoint's CI includes zero ({'e2r_vits_mixup_saga_s1': (-0.00023270927557581995, 0.0001268860145136744), 'e2r_vits_mixup_saga_s2': (-0.0005508127355943427, -0.00014929241213435185)})",no_arrangement,the frozen model does not use its gate arrangement beyond the per‑head mean,"C2 is reported without a reading: with no effect to decompose, the split between ring profile and within‑ring arrangement is not interpretable.","mean_i[ mean_k nll(perm k) - nll(original) ], paired per image (LOCKED §9.1)",10000,0,7fdf5f9f2ace98ef03a6267455daa1104b92b6689c510ab8b1e5420340f27014,75149f36329e480e192e23a25ac39c88b9a77d6b230ad40938d043525ddfa460,68d64007a4bcae2335cf7ead1fe698e1df73e48ef538f9727c46ddc186ffd5ab,e9bc99596db9244061bdef4c2b51a387a3eed7af
C1,primary,8,legacy_e2_vit_base_nomixdir_saga,vit_base,mixup,exploratory,0,10000,-0.0001303650844,-0.0002268804035,-3.442127243e-05,1,-,-0.003,0.4612,null,"at least one fresh checkpoint's CI includes zero ({'e2r_vits_mixup_saga_s1': (-0.00023270927557581995, 0.0001268860145136744), 'e2r_vits_mixup_saga_s2': (-0.0005508127355943427, -0.00014929241213435185)})",no_arrangement,the frozen model does not use its gate arrangement beyond the per‑head mean,"C2 is reported without a reading: with no effect to decompose, the split between ring profile and within‑ring arrangement is not interpretable.","mean_i[ mean_k nll(perm k) - nll(original) ], paired per image (LOCKED §9.1)",10000,0,7fdf5f9f2ace98ef03a6267455daa1104b92b6689c510ab8b1e5420340f27014,75149f36329e480e192e23a25ac39c88b9a77d6b230ad40938d043525ddfa460,4a1c5a1fe54692afbffdc25f26b9491c255d826f27aefeec9b74cf775ba43ef2,e9bc99596db9244061bdef4c2b51a387a3eed7af
C1,primary,8,legacy_e2_vit_small_mixupdir_saga,vit_small,mixup,legacy,0,10000,-5.854253583e-06,-0.0001687390943,0.0001513682894,0,-,0.05,0.4993,null,"at least one fresh checkpoint's CI includes zero ({'e2r_vits_mixup_saga_s1': (-0.00023270927557581995, 0.0001268860145136744), 'e2r_vits_mixup_saga_s2': (-0.0005508127355943427, -0.00014929241213435185)})",no_arrangement,the frozen model does not use its gate arrangement beyond the per‑head mean,"C2 is reported without a reading: with no effect to decompose, the split between ring profile and within‑ring arrangement is not interpretable.","mean_i[ mean_k nll(perm k) - nll(original) ], paired per image (LOCKED §9.1)",10000,0,7fdf5f9f2ace98ef03a6267455daa1104b92b6689c510ab8b1e5420340f27014,75149f36329e480e192e23a25ac39c88b9a77d6b230ad40938d043525ddfa460,92a03a4716ce07c0460eb132720d8a816aaa2bcde49713b86c57c774fef22995,e9bc99596db9244061bdef4c2b51a387a3eed7af
C1,primary,8,legacy_e2_vit_small_nomixdir_saga,vit_small,mixup,legacy,0,10000,-2.63802113e-05,-0.0001678882145,0.0001105502036,0,-,-0.045,0.5338,null,"at least one fresh checkpoint's CI includes zero ({'e2r_vits_mixup_saga_s1': (-0.00023270927557581995, 0.0001268860145136744), 'e2r_vits_mixup_saga_s2': (-0.0005508127355943427, -0.00014929241213435185)})",no_arrangement,the frozen model does not use its gate arrangement beyond the per‑head mean,"C2 is reported without a reading: with no effect to decompose, the split between ring profile and within‑ring arrangement is not interpretable.","mean_i[ mean_k nll(perm k) - nll(original) ], paired per image (LOCKED §9.1)",10000,0,7fdf5f9f2ace98ef03a6267455daa1104b92b6689c510ab8b1e5420340f27014,75149f36329e480e192e23a25ac39c88b9a77d6b230ad40938d043525ddfa460,a482f5286b2c43ffa8d9f6606b1af24d06962421b808babfdd6b123a56b0f9ee,e9bc99596db9244061bdef4c2b51a387a3eed7af
C2,primary,8,e2r_vitb_mixup_saga_s1,vit_base,mixup,exploratory,0,10000,-4.363603652e-05,-0.0001119279425,2.560428837e-05,0,-,-0.001,0.4667,null,"the direction is not consistent across the fresh pair ({'e2r_vits_mixup_saga_s1': '+', 'e2r_vits_mixup_saga_s2': '-'})",no_arrangement,the frozen model does not use its gate arrangement beyond the per‑head mean,"C2 is reported without a reading: with no effect to decompose, the split between ring profile and within‑ring arrangement is not interpretable.","mean_i[ mean_k nll(perm k) - mean_k nll(ringperm k) ], paired per image (LOCKED §9.1)",10000,0,7fdf5f9f2ace98ef03a6267455daa1104b92b6689c510ab8b1e5420340f27014,75149f36329e480e192e23a25ac39c88b9a77d6b230ad40938d043525ddfa460,a4e0e0ccd3b4cd4d40b9f46417d602d8eed4913a29b36f5b3bce78e1dfe77229,e9bc99596db9244061bdef4c2b51a387a3eed7af
C2,primary,8,e2r_vits_mixup_saga_s1,vit_small,mixup,fresh,1,10000,2.579130322e-05,-4.517158653e-05,9.709253887e-05,0,+,0.006,0.5228,null,"the direction is not consistent across the fresh pair ({'e2r_vits_mixup_saga_s1': '+', 'e2r_vits_mixup_saga_s2': '-'})",no_arrangement,the frozen model does not use its gate arrangement beyond the per‑head mean,"C2 is reported without a reading: with no effect to decompose, the split between ring profile and within‑ring arrangement is not interpretable.","mean_i[ mean_k nll(perm k) - mean_k nll(ringperm k) ], paired per image (LOCKED §9.1)",10000,0,7fdf5f9f2ace98ef03a6267455daa1104b92b6689c510ab8b1e5420340f27014,75149f36329e480e192e23a25ac39c88b9a77d6b230ad40938d043525ddfa460,5afe5394ddb2b3b926d60d03c63462c5778fc39fa9eacb23a1d2655e80f6f5d5,e9bc99596db9244061bdef4c2b51a387a3eed7af
C2,primary,8,e2r_vits_mixup_saga_s2,vit_small,mixup,fresh,1,10000,-3.022940073e-05,-0.0001123428865,5.213200973e-05,0,-,-0.008,0.4739,null,"the direction is not consistent across the fresh pair ({'e2r_vits_mixup_saga_s1': '+', 'e2r_vits_mixup_saga_s2': '-'})",no_arrangement,the frozen model does not use its gate arrangement beyond the per‑head mean,"C2 is reported without a reading: with no effect to decompose, the split between ring profile and within‑ring arrangement is not interpretable.","mean_i[ mean_k nll(perm k) - mean_k nll(ringperm k) ], paired per image (LOCKED §9.1)",10000,0,7fdf5f9f2ace98ef03a6267455daa1104b92b6689c510ab8b1e5420340f27014,75149f36329e480e192e23a25ac39c88b9a77d6b230ad40938d043525ddfa460,624a6006447345b4fe7f9ee15cedfae3d1c36838cf2f0fe38907261f5e530daf,e9bc99596db9244061bdef4c2b51a387a3eed7af
C2,primary,8,e2r_vits_nomix_saga_s1,vit_small,nomix,exploratory,0,10000,-2.617875025e-05,-0.0001043956585,5.048610285e-05,0,-,-0.014,0.4934,null,"the direction is not consistent across the fresh pair ({'e2r_vits_mixup_saga_s1': '+', 'e2r_vits_mixup_saga_s2': '-'})",no_arrangement,the frozen model does not use its gate arrangement beyond the per‑head mean,"C2 is reported without a reading: with no effect to decompose, the split between ring profile and within‑ring arrangement is not interpretable.","mean_i[ mean_k nll(perm k) - mean_k nll(ringperm k) ], paired per image (LOCKED §9.1)",10000,0,7fdf5f9f2ace98ef03a6267455daa1104b92b6689c510ab8b1e5420340f27014,75149f36329e480e192e23a25ac39c88b9a77d6b230ad40938d043525ddfa460,88f72869bae5882f6b8c0791c69ffea51ae55247276106e60d817f27e2a646ce,e9bc99596db9244061bdef4c2b51a387a3eed7af
C2,primary,8,e2r_vits_nomix_saga_s2,vit_small,nomix,exploratory,0,10000,-0.0001772659502,-0.0002435103648,-0.0001100114928,1,-,-0.006,0.456,null,"the direction is not consistent across the fresh pair ({'e2r_vits_mixup_saga_s1': '+', 'e2r_vits_mixup_saga_s2': '-'})",no_arrangement,the frozen model does not use its gate arrangement beyond the per‑head mean,"C2 is reported without a reading: with no effect to decompose, the split between ring profile and within‑ring arrangement is not interpretable.","mean_i[ mean_k nll(perm k) - mean_k nll(ringperm k) ], paired per image (LOCKED §9.1)",10000,0,7fdf5f9f2ace98ef03a6267455daa1104b92b6689c510ab8b1e5420340f27014,75149f36329e480e192e23a25ac39c88b9a77d6b230ad40938d043525ddfa460,68d64007a4bcae2335cf7ead1fe698e1df73e48ef538f9727c46ddc186ffd5ab,e9bc99596db9244061bdef4c2b51a387a3eed7af
C2,primary,8,legacy_e2_vit_base_nomixdir_saga,vit_base,mixup,exploratory,0,10000,-0.0001116399971,-0.0001856781316,-3.603002287e-05,1,-,-0.016,0.4613,null,"the direction is not consistent across the fresh pair ({'e2r_vits_mixup_saga_s1': '+', 'e2r_vits_mixup_saga_s2': '-'})",no_arrangement,the frozen model does not use its gate arrangement beyond the per‑head mean,"C2 is reported without a reading: with no effect to decompose, the split between ring profile and within‑ring arrangement is not interpretable.","mean_i[ mean_k nll(perm k) - mean_k nll(ringperm k) ], paired per image (LOCKED §9.1)",10000,0,7fdf5f9f2ace98ef03a6267455daa1104b92b6689c510ab8b1e5420340f27014,75149f36329e480e192e23a25ac39c88b9a77d6b230ad40938d043525ddfa460,4a1c5a1fe54692afbffdc25f26b9491c255d826f27aefeec9b74cf775ba43ef2,e9bc99596db9244061bdef4c2b51a387a3eed7af
C2,primary,8,legacy_e2_vit_small_mixupdir_saga,vit_small,mixup,legacy,0,10000,4.078606792e-05,-1.975246004e-05,0.0001024801647,0,+,-0.011,0.5134,null,"the direction is not consistent across the fresh pair ({'e2r_vits_mixup_saga_s1': '+', 'e2r_vits_mixup_saga_s2': '-'})",no_arrangement,the frozen model does not use its gate arrangement beyond the per‑head mean,"C2 is reported without a reading: with no effect to decompose, the split between ring profile and within‑ring arrangement is not interpretable.","mean_i[ mean_k nll(perm k) - mean_k nll(ringperm k) ], paired per image (LOCKED §9.1)",10000,0,7fdf5f9f2ace98ef03a6267455daa1104b92b6689c510ab8b1e5420340f27014,75149f36329e480e192e23a25ac39c88b9a77d6b230ad40938d043525ddfa460,92a03a4716ce07c0460eb132720d8a816aaa2bcde49713b86c57c774fef22995,e9bc99596db9244061bdef4c2b51a387a3eed7af
C2,primary,8,legacy_e2_vit_small_nomixdir_saga,vit_small,mixup,legacy,0,10000,3.470915752e-05,-4.217051614e-05,0.0001097179955,0,+,-0.008,0.5467,null,"the direction is not consistent across the fresh pair ({'e2r_vits_mixup_saga_s1': '+', 'e2r_vits_mixup_saga_s2': '-'})",no_arrangement,the frozen model does not use its gate arrangement beyond the per‑head mean,"C2 is reported without a reading: with no effect to decompose, the split between ring profile and within‑ring arrangement is not interpretable.","mean_i[ mean_k nll(perm k) - mean_k nll(ringperm k) ], paired per image (LOCKED §9.1)",10000,0,7fdf5f9f2ace98ef03a6267455daa1104b92b6689c510ab8b1e5420340f27014,75149f36329e480e192e23a25ac39c88b9a77d6b230ad40938d043525ddfa460,a482f5286b2c43ffa8d9f6606b1af24d06962421b808babfdd6b123a56b0f9ee,e9bc99596db9244061bdef4c2b51a387a3eed7af
S1,secondary,8,e2r_vitb_mixup_saga_s1,vit_base,mixup,exploratory,0,10000,-8.908579051e-05,-0.0001794356352,1.760545848e-06,0,-,0.01,0.453,null,"at least one fresh checkpoint's CI includes zero ({'e2r_vits_mixup_saga_s1': (-0.00026264902958646414, 9.745337129104875e-05), 'e2r_vits_mixup_saga_s2': (-0.0005237251986283809, -0.00012956856905017047)})",MISSING,MISSING,MISSING,"mean(nll[mean_L{l}]) - mean(nll[original]), paired per image (secondary)",10000,0,7fdf5f9f2ace98ef03a6267455daa1104b92b6689c510ab8b1e5420340f27014,75149f36329e480e192e23a25ac39c88b9a77d6b230ad40938d043525ddfa460,a4e0e0ccd3b4cd4d40b9f46417d602d8eed4913a29b36f5b3bce78e1dfe77229,e9bc99596db9244061bdef4c2b51a387a3eed7af
S1,secondary,8,e2r_vits_mixup_saga_s1,vit_small,mixup,fresh,1,10000,-8.365776408e-05,-0.0002626490296,9.745337129e-05,0,-,0.04,0.5089,null,"at least one fresh checkpoint's CI includes zero ({'e2r_vits_mixup_saga_s1': (-0.00026264902958646414, 9.745337129104875e-05), 'e2r_vits_mixup_saga_s2': (-0.0005237251986283809, -0.00012956856905017047)})",MISSING,MISSING,MISSING,"mean(nll[mean_L{l}]) - mean(nll[original]), paired per image (secondary)",10000,0,7fdf5f9f2ace98ef03a6267455daa1104b92b6689c510ab8b1e5420340f27014,75149f36329e480e192e23a25ac39c88b9a77d6b230ad40938d043525ddfa460,5afe5394ddb2b3b926d60d03c63462c5778fc39fa9eacb23a1d2655e80f6f5d5,e9bc99596db9244061bdef4c2b51a387a3eed7af
S1,secondary,8,e2r_vits_mixup_saga_s2,vit_small,mixup,fresh,1,10000,-0.000325553453,-0.0005237251986,-0.0001295685691,1,-,0,0.4697,null,"at least one fresh checkpoint's CI includes zero ({'e2r_vits_mixup_saga_s1': (-0.00026264902958646414, 9.745337129104875e-05), 'e2r_vits_mixup_saga_s2': (-0.0005237251986283809, -0.00012956856905017047)})",MISSING,MISSING,MISSING,"mean(nll[mean_L{l}]) - mean(nll[original]), paired per image (secondary)",10000,0,7fdf5f9f2ace98ef03a6267455daa1104b92b6689c510ab8b1e5420340f27014,75149f36329e480e192e23a25ac39c88b9a77d6b230ad40938d043525ddfa460,624a6006447345b4fe7f9ee15cedfae3d1c36838cf2f0fe38907261f5e530daf,e9bc99596db9244061bdef4c2b51a387a3eed7af
S1,secondary,8,e2r_vits_nomix_saga_s1,vit_small,nomix,exploratory,0,10000,-3.9975009e-05,-0.0001817206192,0.000100309871,0,-,-0.02,0.4818,null,"at least one fresh checkpoint's CI includes zero ({'e2r_vits_mixup_saga_s1': (-0.00026264902958646414, 9.745337129104875e-05), 'e2r_vits_mixup_saga_s2': (-0.0005237251986283809, -0.00012956856905017047)})",MISSING,MISSING,MISSING,"mean(nll[mean_L{l}]) - mean(nll[original]), paired per image (secondary)",10000,0,7fdf5f9f2ace98ef03a6267455daa1104b92b6689c510ab8b1e5420340f27014,75149f36329e480e192e23a25ac39c88b9a77d6b230ad40938d043525ddfa460,88f72869bae5882f6b8c0791c69ffea51ae55247276106e60d817f27e2a646ce,e9bc99596db9244061bdef4c2b51a387a3eed7af
S1,secondary,8,e2r_vits_nomix_saga_s2,vit_small,nomix,exploratory,0,10000,-0.0002971822141,-0.0004441146501,-0.000153367548,1,-,0.04,0.4586,null,"at least one fresh checkpoint's CI includes zero ({'e2r_vits_mixup_saga_s1': (-0.00026264902958646414, 9.745337129104875e-05), 'e2r_vits_mixup_saga_s2': (-0.0005237251986283809, -0.00012956856905017047)})",MISSING,MISSING,MISSING,"mean(nll[mean_L{l}]) - mean(nll[original]), paired per image (secondary)",10000,0,7fdf5f9f2ace98ef03a6267455daa1104b92b6689c510ab8b1e5420340f27014,75149f36329e480e192e23a25ac39c88b9a77d6b230ad40938d043525ddfa460,68d64007a4bcae2335cf7ead1fe698e1df73e48ef538f9727c46ddc186ffd5ab,e9bc99596db9244061bdef4c2b51a387a3eed7af
S1,secondary,8,legacy_e2_vit_base_nomixdir_saga,vit_base,mixup,exploratory,0,10000,-0.0001192818023,-0.0002134884212,-2.584823843e-05,1,-,0,0.4611,null,"at least one fresh checkpoint's CI includes zero ({'e2r_vits_mixup_saga_s1': (-0.00026264902958646414, 9.745337129104875e-05), 'e2r_vits_mixup_saga_s2': (-0.0005237251986283809, -0.00012956856905017047)})",MISSING,MISSING,MISSING,"mean(nll[mean_L{l}]) - mean(nll[original]), paired per image (secondary)",10000,0,7fdf5f9f2ace98ef03a6267455daa1104b92b6689c510ab8b1e5420340f27014,75149f36329e480e192e23a25ac39c88b9a77d6b230ad40938d043525ddfa460,4a1c5a1fe54692afbffdc25f26b9491c255d826f27aefeec9b74cf775ba43ef2,e9bc99596db9244061bdef4c2b51a387a3eed7af
S1,secondary,8,legacy_e2_vit_small_mixupdir_saga,vit_small,mixup,legacy,0,10000,-7.953261212e-06,-0.0001714089526,0.0001510466787,0,-,0.06,0.503,null,"at least one fresh checkpoint's CI includes zero ({'e2r_vits_mixup_saga_s1': (-0.00026264902958646414, 9.745337129104875e-05), 'e2r_vits_mixup_saga_s2': (-0.0005237251986283809, -0.00012956856905017047)})",MISSING,MISSING,MISSING,"mean(nll[mean_L{l}]) - mean(nll[original]), paired per image (secondary)",10000,0,7fdf5f9f2ace98ef03a6267455daa1104b92b6689c510ab8b1e5420340f27014,75149f36329e480e192e23a25ac39c88b9a77d6b230ad40938d043525ddfa460,92a03a4716ce07c0460eb132720d8a816aaa2bcde49713b86c57c774fef22995,e9bc99596db9244061bdef4c2b51a387a3eed7af
S1,secondary,8,legacy_e2_vit_small_nomixdir_saga,vit_small,mixup,legacy,0,10000,-4.965852788e-05,-0.0001907787096,8.676357773e-05,0,-,-0.06,0.5311,null,"at least one fresh checkpoint's CI includes zero ({'e2r_vits_mixup_saga_s1': (-0.00026264902958646414, 9.745337129104875e-05), 'e2r_vits_mixup_saga_s2': (-0.0005237251986283809, -0.00012956856905017047)})",MISSING,MISSING,MISSING,"mean(nll[mean_L{l}]) - mean(nll[original]), paired per image (secondary)",10000,0,7fdf5f9f2ace98ef03a6267455daa1104b92b6689c510ab8b1e5420340f27014,75149f36329e480e192e23a25ac39c88b9a77d6b230ad40938d043525ddfa460,a482f5286b2c43ffa8d9f6606b1af24d06962421b808babfdd6b123a56b0f9ee,e9bc99596db9244061bdef4c2b51a387a3eed7af
S2,secondary,8,e2r_vitb_mixup_saga_s1,vit_base,mixup,exploratory,0,10000,-6.410112881e-05,-0.0001388963215,9.832245994e-06,0,-,0.003142857143,0.4562,null,"at least one fresh checkpoint's CI includes zero ({'e2r_vits_mixup_saga_s1': (-7.723436838913621e-05, 6.803389573443018e-05), 'e2r_vits_mixup_saga_s2': (-0.00016617430301097184, -2.46035912513213e-06)})",MISSING,MISSING,MISSING,"mean_i[ mean_k nll(perm k) - mean_t nll(dihedral t, t != 0) ], paired per image (secondary)",10000,0,7fdf5f9f2ace98ef03a6267455daa1104b92b6689c510ab8b1e5420340f27014,75149f36329e480e192e23a25ac39c88b9a77d6b230ad40938d043525ddfa460,a4e0e0ccd3b4cd4d40b9f46417d602d8eed4913a29b36f5b3bce78e1dfe77229,e9bc99596db9244061bdef4c2b51a387a3eed7af
S2,secondary,8,e2r_vits_mixup_saga_s1,vit_small,mixup,fresh,1,10000,-5.177957586e-06,-7.723436839e-05,6.803389573e-05,0,-,0.01757142857,0.526,null,"at least one fresh checkpoint's CI includes zero ({'e2r_vits_mixup_saga_s1': (-7.723436838913621e-05, 6.803389573443018e-05), 'e2r_vits_mixup_saga_s2': (-0.00016617430301097184, -2.46035912513213e-06)})",MISSING,MISSING,MISSING,"mean_i[ mean_k nll(perm k) - mean_t nll(dihedral t, t != 0) ], paired per image (secondary)",10000,0,7fdf5f9f2ace98ef03a6267455daa1104b92b6689c510ab8b1e5420340f27014,75149f36329e480e192e23a25ac39c88b9a77d6b230ad40938d043525ddfa460,5afe5394ddb2b3b926d60d03c63462c5778fc39fa9eacb23a1d2655e80f6f5d5,e9bc99596db9244061bdef4c2b51a387a3eed7af
S2,secondary,8,e2r_vits_mixup_saga_s2,vit_small,mixup,fresh,1,10000,-8.417963627e-05,-0.000166174303,-2.460359125e-06,1,-,-0.0008571428571,0.4597,null,"at least one fresh checkpoint's CI includes zero ({'e2r_vits_mixup_saga_s1': (-7.723436838913621e-05, 6.803389573443018e-05), 'e2r_vits_mixup_saga_s2': (-0.00016617430301097184, -2.46035912513213e-06)})",MISSING,MISSING,MISSING,"mean_i[ mean_k nll(perm k) - mean_t nll(dihedral t, t != 0) ], paired per image (secondary)",10000,0,7fdf5f9f2ace98ef03a6267455daa1104b92b6689c510ab8b1e5420340f27014,75149f36329e480e192e23a25ac39c88b9a77d6b230ad40938d043525ddfa460,624a6006447345b4fe7f9ee15cedfae3d1c36838cf2f0fe38907261f5e530daf,e9bc99596db9244061bdef4c2b51a387a3eed7af
S2,secondary,8,e2r_vits_nomix_saga_s1,vit_small,nomix,exploratory,0,10000,-6.158668577e-05,-0.0001447618798,2.078688194e-05,0,-,-0.004285714286,0.4899,null,"at least one fresh checkpoint's CI includes zero ({'e2r_vits_mixup_saga_s1': (-7.723436838913621e-05, 6.803389573443018e-05), 'e2r_vits_mixup_saga_s2': (-0.00016617430301097184, -2.46035912513213e-06)})",MISSING,MISSING,MISSING,"mean_i[ mean_k nll(perm k) - mean_t nll(dihedral t, t != 0) ], paired per image (secondary)",10000,0,7fdf5f9f2ace98ef03a6267455daa1104b92b6689c510ab8b1e5420340f27014,75149f36329e480e192e23a25ac39c88b9a77d6b230ad40938d043525ddfa460,88f72869bae5882f6b8c0791c69ffea51ae55247276106e60d817f27e2a646ce,e9bc99596db9244061bdef4c2b51a387a3eed7af
S2,secondary,8,e2r_vits_nomix_saga_s2,vit_small,nomix,exploratory,0,10000,-0.0002349727073,-0.0003091614954,-0.0001584976673,1,-,0.007571428571,0.4448,null,"at least one fresh checkpoint's CI includes zero ({'e2r_vits_mixup_saga_s1': (-7.723436838913621e-05, 6.803389573443018e-05), 'e2r_vits_mixup_saga_s2': (-0.00016617430301097184, -2.46035912513213e-06)})",MISSING,MISSING,MISSING,"mean_i[ mean_k nll(perm k) - mean_t nll(dihedral t, t != 0) ], paired per image (secondary)",10000,0,7fdf5f9f2ace98ef03a6267455daa1104b92b6689c510ab8b1e5420340f27014,75149f36329e480e192e23a25ac39c88b9a77d6b230ad40938d043525ddfa460,68d64007a4bcae2335cf7ead1fe698e1df73e48ef538f9727c46ddc186ffd5ab,e9bc99596db9244061bdef4c2b51a387a3eed7af
S2,secondary,8,legacy_e2_vit_base_nomixdir_saga,vit_base,mixup,exploratory,0,10000,-0.0001011692351,-0.0001825201666,-1.943388209e-05,1,-,-0.02014285714,0.458,null,"at least one fresh checkpoint's CI includes zero ({'e2r_vits_mixup_saga_s1': (-7.723436838913621e-05, 6.803389573443018e-05), 'e2r_vits_mixup_saga_s2': (-0.00016617430301097184, -2.46035912513213e-06)})",MISSING,MISSING,MISSING,"mean_i[ mean_k nll(perm k) - mean_t nll(dihedral t, t != 0) ], paired per image (secondary)",10000,0,7fdf5f9f2ace98ef03a6267455daa1104b92b6689c510ab8b1e5420340f27014,75149f36329e480e192e23a25ac39c88b9a77d6b230ad40938d043525ddfa460,4a1c5a1fe54692afbffdc25f26b9491c255d826f27aefeec9b74cf775ba43ef2,e9bc99596db9244061bdef4c2b51a387a3eed7af
S2,secondary,8,legacy_e2_vit_small_mixupdir_saga,vit_small,mixup,legacy,0,10000,-1.308691324e-05,-7.536957868e-05,4.83182608e-05,0,-,-0.02428571429,0.5014,null,"at least one fresh checkpoint's CI includes zero ({'e2r_vits_mixup_saga_s1': (-7.723436838913621e-05, 6.803389573443018e-05), 'e2r_vits_mixup_saga_s2': (-0.00016617430301097184, -2.46035912513213e-06)})",MISSING,MISSING,MISSING,"mean_i[ mean_k nll(perm k) - mean_t nll(dihedral t, t != 0) ], paired per image (secondary)",10000,0,7fdf5f9f2ace98ef03a6267455daa1104b92b6689c510ab8b1e5420340f27014,75149f36329e480e192e23a25ac39c88b9a77d6b230ad40938d043525ddfa460,92a03a4716ce07c0460eb132720d8a816aaa2bcde49713b86c57c774fef22995,e9bc99596db9244061bdef4c2b51a387a3eed7af
S2,secondary,8,legacy_e2_vit_small_nomixdir_saga,vit_small,mixup,legacy,0,10000,3.506413413e-05,-4.585886142e-05,0.000113605591,0,+,0.006428571429,0.5565,null,"at least one fresh checkpoint's CI includes zero ({'e2r_vits_mixup_saga_s1': (-7.723436838913621e-05, 6.803389573443018e-05), 'e2r_vits_mixup_saga_s2': (-0.00016617430301097184, -2.46035912513213e-06)})",MISSING,MISSING,MISSING,"mean_i[ mean_k nll(perm k) - mean_t nll(dihedral t, t != 0) ], paired per image (secondary)",10000,0,7fdf5f9f2ace98ef03a6267455daa1104b92b6689c510ab8b1e5420340f27014,75149f36329e480e192e23a25ac39c88b9a77d6b230ad40938d043525ddfa460,a482f5286b2c43ffa8d9f6606b1af24d06962421b808babfdd6b123a56b0f9ee,e9bc99596db9244061bdef4c2b51a387a3eed7af
